application_id,district_name,gender,residential_type,specially_abled_type,enterprise_type,sector,ifsc_code,days_to_bhd_verification,days_to_sbdu_verification,days_to_dlic_approval,days_to_bank_sanction,days_to_disbursement,total_tat_days,applicant_monthly_income,loan_tenure_months,interest_rate,emi_amount,emi_to_income_ratio,risk_score,credit_eligibility_score,repayment_status,loan_amount_inr,project_cost_inr
123,Doda,Unknown,Rural,Multiple,Nano Entrepreneur,Retail,JKBK038007,33.0,48.0,5.0,8.0,26.0,188.0,64658.0,36.0,8.28,17897.0,0.3,93.0,0.43,Late,4900638.0,2301000.0
124,Shopian,Other,Unknown,Unknown,Nano Entrepreneur,It,JKBK035901,0.0,89.0,45.0,41.0,32.0,207.0,64658.0,24.0,13.2,17897.0,0.3,52.0,0.98,Late,1830212.5,2301000.0
125,Budgam,Male,Unknown,Unknown,Msme Sunrise Sector,Agri,JKBK072736,20.0,25.0,50.0,86.0,17.0,188.0,25636.0,60.0,11.85,17897.0,0.3,30.0,0.92,On-Time,3716857.0,15019.0
126,Kishtwar,Female,Rural,Hearing,Msme Sunrise Sector,Unknown,JKBK011630,12.0,42.0,53.0,89.0,35.0,212.0,44271.0,36.0,7.66,17897.0,0.3,90.0,0.45,Default,116915.0,1150000.0
127,Reasi,Other,Urban,Multiple,Nano Entrepreneur,It,JKBK075469,39.0,64.0,51.0,97.0,6.0,212.0,65362.0,48.0,7.2,17897.0,0.3,100.0,0.18,Default,2775000.0,1268362.0
128,Pulwama,Female,Unknown,Unknown,Unknown,Agri,JKBK021734,16.0,48.0,28.0,65.0,42.0,188.0,94516.0,36.0,10.8,17897.0,0.3,79.0,0.68,On-Time,5256409.0,4703.0
129,Poonch,Male,Urban,Unknown,Unknown,Healthcare,JKBK075323,20.0,82.0,24.0,120.0,9.0,188.0,83904.0,48.0,10.56,17897.0,0.3,89.0,0.27,On-Time,3642000.0,1443000.0
130,Kathua,Other,Rural,Visual,Nano Entrepreneur,It,JKBK086887,2.0,69.0,32.0,66.0,24.0,188.0,20750.0,18.0,11.62,17897.0,0.3,27.0,0.88,Late,824781.0,5514.0
131,Poonch,Male,Urban,Unknown,Msme Sunrise Sector,Retail,JKBK080724,26.0,48.0,58.0,7.0,26.0,188.0,61472.0,36.0,12.53,17897.0,0.3,13.0,0.51,On-Time,1456495.0,2301000.0
132,Pulwama,Other,Rural,Multiple,Nano Entrepreneur,Services,JKBK032167,20.0,64.0,38.0,46.0,24.0,188.0,80447.0,12.0,12.15,17897.0,0.3,1.0,0.33,Unknown,31197.0,1195000.0
133,Shopian,Male,Rural,Locomotor,Msme Sunrise Sector,Unknown,JKBK034322,10.0,48.0,44.0,90.0,15.0,188.0,14105.0,35.12,11.43,17897.0,0.3,36.0,0.69,On-Time,3389569.0,4525.0
134,Doda,Female,Rural,Unknown,Nano Entrepreneur,Healthcare,JKBK012710,38.0,46.0,38.0,81.0,12.0,212.0,90821.0,35.12,6.86,17897.0,0.3,80.0,0.04,Default,1657000.0,5303172.0
135,Reasi,Unknown,Urban,Unknown,Existing Enterprise,Agri,JKBK032713,20.0,42.0,13.0,96.0,19.0,188.0,35205.0,35.12,10.56,17897.0,0.3,23.0,0.34,Late,1830212.5,4775574.0
136,Kishtwar,Female,Rural,Unknown,Msme Sunrise Sector,It,JKBK054644,30.0,24.0,3.0,65.0,24.0,188.0,103897.0,60.0,12.98,17897.0,0.3,35.0,0.86,Late,1037000.0,5454552.0
137,Kupwara,Male,Rural,Visual,Unknown,Tourism,JKBK045023,0.0,55.0,39.0,94.0,14.0,202.0,53546.0,35.12,8.85,17897.0,0.3,45.0,0.3,On-Time,4818206.0,3329421.0
138,Kishtwar,Unknown,Rural,Unknown,Existing Enterprise,It,JKBK023744,22.0,80.0,47.0,26.0,16.0,191.0,32635.0,24.0,13.56,17897.0,0.3,70.0,0.38,On-Time,26095.0,411973.0
139,Doda,Female,Urban,Unknown,Nano Entrepreneur,It,JKBK056686,20.0,31.0,58.0,102.0,17.0,188.0,96229.0,12.0,10.56,17897.0,0.3,79.0,0.8,On-Time,2690000.0,3759000.0
140,Doda,Female,Rural,Visual,Nano Entrepreneur,Unknown,JKBK079804,0.0,64.0,8.0,80.0,24.0,188.0,89418.0,48.0,9.19,17897.0,0.3,77.0,0.0,Unknown,1614469.0,2665419.0
141,Pulwama,Unknown,Rural,Visual,Msme Sunrise Sector,Unknown,JKBK079413,1.0,48.0,32.0,31.0,26.0,188.0,62948.0,36.0,11.18,17897.0,0.3,100.0,0.45,Default,1830212.5,1411000.0
142,Baramulla,Male,Unknown,Unknown,Existing Enterprise,Healthcare,JKBK035635,8.0,47.0,32.0,41.0,24.0,188.0,9663.0,12.0,8.84,17897.0,0.3,17.0,0.49,Late,43211.0,4819000.0
143,Baramulla,Other,Urban,Hearing,Msme Sunrise Sector,Agri,JKBK027991,5.0,18.0,55.0,86.0,21.0,185.0,104976.0,48.0,13.03,17897.0,0.3,71.0,0.24,Default,3825180.0,6173000.0
144,Reasi,Female,Rural,Multiple,Existing Enterprise,Unknown,JKBK012110,2.0,18.0,14.0,109.0,11.0,164.0,12522.0,36.0,10.75,17897.0,0.3,100.0,0.77,Late,23059.0,2958000.0
145,Bandipora,Male,Urban,Visual,Nano Entrepreneur,Manufacturing,JKBK081812,20.0,67.0,39.0,65.0,26.0,188.0,78835.0,35.12,13.98,17897.0,0.3,2.0,0.26,Late,1433752.0,3859000.0
146,Kulgam,Male,Urban,Visual,Nano Entrepreneur,Services,JKBK073365,0.0,10.0,32.0,50.0,8.0,188.0,64658.0,36.0,7.05,17897.0,0.3,65.0,0.38,On-Time,29745.0,3764000.0
147,Ganderbal,Other,Urban,Multiple,Msme Sunrise Sector,Tourism,JKBK089244,8.0,69.0,13.0,65.0,15.0,188.0,40011.0,36.0,12.45,17897.0,0.3,24.0,0.51,Late,39666.0,6701342.0
148,Doda,Unknown,Unknown,Locomotor,Nano Entrepreneur,Unknown,JKBK033759,18.0,46.0,4.0,65.0,24.0,188.0,23940.0,60.0,11.33,17897.0,0.3,67.0,0.77,Unknown,25264.0,5276603.0
149,Budgam,Other,Urban,Locomotor,Nano Entrepreneur,Services,JKBK090689,32.0,10.0,32.0,100.0,41.0,188.0,111894.0,12.0,10.62,17897.0,0.3,45.0,0.51,Default,3170000.0,2301000.0
150,Ganderbal,Other,Urban,Locomotor,Unknown,It,JKBK017305,14.0,69.0,32.0,63.0,42.0,188.0,99066.0,36.0,9.17,17897.0,0.3,25.0,0.62,Default,1689183.0,3414939.0
151,Udhampur,Male,Rural,Hearing,Existing Enterprise,Healthcare,JKBK049533,20.0,34.0,12.0,65.0,40.0,188.0,85474.0,48.0,12.5,17897.0,0.3,72.0,0.63,Late,19447.0,16676.0
152,Pulwama,Male,Urban,Unknown,Nano Entrepreneur,Agri,JKBK092458,19.0,48.0,37.0,24.0,33.0,188.0,26714.0,18.0,6.67,17897.0,0.3,52.0,0.33,Unknown,2633000.0,5195626.0
153,Reasi,Unknown,Unknown,Hearing,Existing Enterprise,Retail,JKBK060653,10.0,21.0,27.0,65.0,33.0,188.0,26113.0,24.0,10.14,17897.0,0.3,72.0,0.34,On-Time,3304985.0,53697.0
154,Srinagar,Female,Urban,Multiple,Unknown,It,JKBK099411,24.0,41.0,32.0,29.0,12.0,188.0,64658.0,12.0,7.73,17897.0,0.3,7.0,0.68,On-Time,2577262.0,2887000.0
155,Pulwama,Male,Unknown,Unknown,Msme Sunrise Sector,Unknown,JKBK073299,20.0,11.0,21.0,65.0,39.0,188.0,14635.0,36.0,6.63,17897.0,0.3,83.0,0.48,Unknown,1830212.5,120077.0
156,Budgam,Unknown,Unknown,Unknown,Msme Sunrise Sector,Retail,JKBK036760,20.0,83.0,49.0,86.0,24.0,188.0,96070.0,35.12,6.75,17897.0,0.3,51.0,0.31,Late,1830212.5,496018.0
157,Ganderbal,Female,Urban,Unknown,Existing Enterprise,Unknown,JKBK099548,18.0,8.0,43.0,86.0,7.0,164.0,64658.0,24.0,10.56,17897.0,0.3,53.0,0.51,Late,1830212.5,2301000.0
158,Anantnag,Male,Rural,Unknown,Nano Entrepreneur,Agri,JKBK095469,2.0,48.0,43.0,42.0,42.0,188.0,57583.0,35.12,14.19,17897.0,0.3,33.0,0.93,On-Time,2085000.0,14737.0
158,Kupwara,Male,Rural,Multiple,Unknown,It,JKBK073263,20.0,13.0,29.0,26.0,37.0,188.0,88424.0,18.0,9.87,17897.0,0.3,62.0,0.12,On-Time,1830212.5,154972.0
160,Doda,Male,Rural,Unknown,Nano Entrepreneur,Services,JKBK062020,3.0,13.0,45.0,70.0,24.0,188.0,51411.0,12.0,14.09,17897.0,0.3,29.0,0.95,On-Time,28546.0,982420.0
161,Budgam,Other,Rural,Hearing,Msme Sunrise Sector,Manufacturing,JKBK096895,28.0,39.0,32.0,31.0,24.0,188.0,51250.0,12.0,9.44,17897.0,0.3,85.0,0.05,On-Time,1830212.5,5836784.0
162,Kathua,Male,Rural,Hearing,Nano Entrepreneur,Healthcare,JKBK063746,39.0,28.0,32.0,65.0,21.0,188.0,36499.0,24.0,7.49,17897.0,0.3,51.0,0.9,Late,4027385.0,1290870.0
163,Anantnag,Female,Urban,Unknown,Nano Entrepreneur,Tourism,JKBK098626,17.0,72.0,11.0,114.0,42.0,212.0,35254.0,60.0,7.16,17897.0,0.3,5.0,0.43,On-Time,4195832.0,5941869.0
164,Kupwara,Female,Unknown,Locomotor,Existing Enterprise,Tourism,JKBK019317,29.0,44.0,11.0,29.0,4.0,164.0,109304.0,36.0,8.74,17897.0,0.3,50.0,0.23,Default,4462.0,16989.0
165,Baramulla,Male,Rural,Multiple,Nano Entrepreneur,Healthcare,JKBK075287,1.0,12.0,32.0,96.0,4.0,188.0,10892.0,24.0,7.23,17897.0,0.3,36.0,0.17,On-Time,1571717.0,6906299.0
166,Pulwama,Female,Rural,Hearing,Existing Enterprise,Manufacturing,JKBK031827,23.0,56.0,54.0,17.0,24.0,188.0,68697.0,35.12,11.34,17897.0,0.3,42.0,0.33,Unknown,3645868.0,27202.0
167,Kulgam,Male,Urban,Unknown,Nano Entrepreneur,Retail,JKBK067164,5.0,74.0,40.0,112.0,42.0,212.0,90192.0,35.12,12.13,17897.0,0.3,63.0,0.45,Late,2054.0,4027473.0
168,Doda,Unknown,Urban,Visual,Existing Enterprise,It,JKBK012110,4.0,88.0,27.0,119.0,35.0,212.0,28141.0,60.0,12.24,17897.0,0.3,68.0,0.23,Late,1712.0,2301000.0
169,Budgam,Unknown,Rural,Unknown,Nano Entrepreneur,Manufacturing,JKBK094939,22.0,35.0,53.0,73.0,21.0,204.0,66420.0,60.0,10.56,17897.0,0.3,46.0,0.94,Unknown,3543451.0,1376000.0
170,Baramulla,Male,Unknown,Hearing,Existing Enterprise,Unknown,JKBK049320,20.0,67.0,32.0,18.0,24.0,188.0,28615.0,60.0,13.79,17897.0,0.3,51.0,0.98,Unknown,1830212.5,20145.0
171,Shopian,Unknown,Unknown,Visual,Existing Enterprise,It,JKBK060653,1.0,20.0,46.0,90.0,44.0,201.0,64658.0,48.0,13.43,17897.0,0.3,87.0,0.88,Unknown,3351393.0,148715.0
171,Kishtwar,Female,Unknown,Unknown,Unknown,Healthcare,JKBK033628,0.0,5.0,25.0,83.0,32.0,164.0,64658.0,24.0,10.56,17897.0,0.3,54.0,0.53,On-Time,2369000.0,4719062.0
173,Anantnag,Female,Rural,Visual,Unknown,Retail,JKBK074395,4.0,35.0,23.0,16.0,28.0,164.0,40608.0,24.0,7.43,17897.0,0.3,15.0,0.63,On-Time,6549.0,3836000.0
174,Jammu,Female,Rural,Hearing,Existing Enterprise,Services,JKBK076425,38.0,48.0,11.0,112.0,5.0,188.0,98435.0,18.0,14.21,17897.0,0.3,45.0,0.53,Default,1830212.5,1488.0
175,Reasi,Male,Urban,Unknown,Unknown,Manufacturing,JKBK063007,16.0,14.0,32.0,94.0,5.0,188.0,118652.0,35.12,7.33,17897.0,0.3,30.0,0.33,Late,1830212.5,2287052.0
176,Shopian,Male,Unknown,Locomotor,Unknown,Retail,JKBK084675,40.0,14.0,18.0,34.0,24.0,188.0,22256.0,60.0,7.63,17897.0,0.3,11.0,0.91,On-Time,1830212.5,5387000.0
177,Budgam,Male,Unknown,Unknown,Unknown,It,JKBK074677,32.0,33.0,7.0,71.0,41.0,184.0,79782.0,18.0,10.56,17897.0,0.3,26.0,1.0,Late,794000.0,2301000.0
178,Poonch,Female,Rural,Unknown,Nano Entrepreneur,Unknown,JKBK020035,5.0,46.0,38.0,102.0,7.0,198.0,43315.0,60.0,13.65,17897.0,0.3,78.0,0.7,On-Time,2463000.0,1855913.0
179,Budgam,Unknown,Rural,Unknown,Unknown,Tourism,JKBK016473,30.0,37.0,31.0,64.0,18.0,180.0,83835.0,48.0,10.83,17897.0,0.3,59.0,0.29,Late,1812864.0,2022.0
180,Reasi,Unknown,Rural,Visual,Nano Entrepreneur,Services,JKBK035635,35.0,48.0,52.0,86.0,14.0,188.0,105704.0,18.0,12.54,17897.0,0.3,65.0,0.88,Unknown,4467000.0,2301000.0
181,Ganderbal,Unknown,Urban,Visual,Unknown,Healthcare,JKBK052454,35.0,82.0,10.0,22.0,33.0,182.0,65785.0,12.0,9.54,17897.0,0.3,74.0,0.3,On-Time,1830212.5,2049000.0
182,Samba,Female,Urban,Unknown,Unknown,It,JKBK070268,5.0,48.0,47.0,112.0,17.0,188.0,14149.0,48.0,12.66,17897.0,0.3,17.0,0.46,Late,4038.0,4938553.0
183,Kathua,Male,Rural,Multiple,Msme Sunrise Sector,Unknown,JKBK036760,10.0,15.0,41.0,16.0,45.0,164.0,80539.0,24.0,13.84,17897.0,0.3,37.0,0.53,Unknown,1616533.0,3025000.0
184,Bandipora,Male,Urban,Visual,Unknown,Services,JKBK080724,18.0,48.0,58.0,120.0,16.0,188.0,64658.0,12.0,13.58,17897.0,0.3,41.0,0.52,Unknown,5486790.0,726814.0
185,Kathua,Male,Urban,Visual,Existing Enterprise,Manufacturing,JKBK065566,25.0,50.0,24.0,112.0,30.0,212.0,27577.0,60.0,14.21,17897.0,0.3,13.0,0.26,Late,40783.0,2301000.0
186,Shopian,Male,Rural,Multiple,Msme Sunrise Sector,Tourism,JKBK080275,13.0,26.0,16.0,65.0,24.0,188.0,39679.0,60.0,8.68,17897.0,0.3,6.0,0.99,On-Time,1830212.5,5406696.0
187,Kulgam,Other,Rural,Locomotor,Nano Entrepreneur,Tourism,JKBK035635,20.0,48.0,53.0,56.0,32.0,188.0,32900.0,48.0,13.23,17897.0,0.3,64.0,0.16,On-Time,27015.0,2301000.0
188,Ramban,Female,Urban,Hearing,Msme Sunrise Sector,Healthcare,JKBK082830,8.0,10.0,57.0,31.0,7.0,164.0,83038.0,24.0,12.4,17897.0,0.3,68.0,0.42,On-Time,5992543.0,469000.0
189,Pulwama,Female,Rural,Unknown,Msme Sunrise Sector,It,JKBK069143,20.0,49.0,32.0,65.0,5.0,188.0,105055.0,12.0,7.47,17897.0,0.3,96.0,0.74,Late,1520999.0,2301000.0
190,Baramulla,Unknown,Rural,Multiple,Nano Entrepreneur,It,JKBK050548,2.0,85.0,51.0,60.0,21.0,212.0,112698.0,12.0,10.56,17897.0,0.3,35.0,0.99,On-Time,32483.0,2301000.0
191,Samba,Female,Rural,Unknown,Msme Sunrise Sector,Unknown,JKBK012264,20.0,23.0,32.0,86.0,35.0,188.0,52750.0,18.0,13.26,17897.0,0.3,13.0,0.75,Unknown,32422.0,2888.0
192,Jammu,Other,Rural,Hearing,Nano Entrepreneur,Unknown,JKBK055961,35.0,25.0,6.0,62.0,16.0,164.0,95374.0,36.0,9.75,17897.0,0.3,47.0,0.19,On-Time,121463.0,5591394.0
193,Ganderbal,Unknown,Unknown,Unknown,Msme Sunrise Sector,Unknown,JKBK048207,15.0,48.0,16.0,74.0,25.0,188.0,52833.0,48.0,12.7,17897.0,0.3,79.0,0.57,Late,1830212.5,2719779.0
194,Pulwama,Other,Rural,Hearing,Unknown,Retail,JKBK078157,34.0,13.0,15.0,104.0,42.0,208.0,106225.0,18.0,13.6,17897.0,0.3,99.0,0.97,On-Time,4347000.0,6423150.0
195,Pulwama,Female,Rural,Multiple,Existing Enterprise,Tourism,JKBK065431,7.0,40.0,32.0,55.0,33.0,188.0,82387.0,36.0,13.85,17897.0,0.3,31.0,0.69,Late,16453.0,4825784.0
196,Ramban,Female,Rural,Unknown,Msme Sunrise Sector,Healthcare,JKBK088041,13.0,66.0,16.0,54.0,23.0,172.0,54375.0,24.0,8.12,17897.0,0.3,14.0,0.45,On-Time,18480.0,2301000.0
197,Samba,Male,Urban,Locomotor,Unknown,Healthcare,JKBK022929,20.0,11.0,9.0,93.0,22.0,188.0,89681.0,36.0,12.7,17897.0,0.3,81.0,0.53,Late,2688848.0,425000.0
198,Anantnag,Female,Unknown,Unknown,Nano Entrepreneur,Unknown,JKBK013021,15.0,48.0,44.0,69.0,37.0,188.0,52927.0,60.0,11.44,17897.0,0.3,99.0,0.26,On-Time,1418531.0,36359.0
199,Kathua,Other,Rural,Unknown,Msme Sunrise Sector,Services,JKBK048206,36.0,31.0,36.0,77.0,26.0,206.0,60525.0,60.0,13.58,17897.0,0.3,20.0,0.91,Default,1830212.5,21247.0
200,Pulwama,Unknown,Urban,Visual,Nano Entrepreneur,Services,JKBK041552,34.0,39.0,9.0,50.0,39.0,171.0,57133.0,24.0,11.09,17897.0,0.3,51.0,0.51,Late,1996000.0,53857.0
201,Doda,Male,Urban,Unknown,Existing Enterprise,It,JKBK086347,18.0,77.0,57.0,62.0,4.0,212.0,56601.0,36.0,10.56,17897.0,0.3,52.0,0.6,Late,3000000.0,5383654.0
202,Baramulla,Male,Urban,Locomotor,Existing Enterprise,Agri,JKBK080092,25.0,18.0,45.0,25.0,44.0,164.0,24868.0,24.0,12.43,17897.0,0.3,34.0,0.36,On-Time,12858.0,169000.0
203,Shopian,Female,Urban,Unknown,Unknown,Healthcare,JKBK073299,36.0,48.0,57.0,67.0,28.0,212.0,112862.0,36.0,7.63,17897.0,0.3,29.0,0.11,Late,999000.0,2932919.0
204,Udhampur,Other,Urban,Visual,Existing Enterprise,Unknown,JKBK063952,14.0,90.0,55.0,82.0,6.0,212.0,75367.0,35.12,11.92,17897.0,0.3,98.0,0.44,On-Time,41757.0,1591732.0
205,Budgam,Unknown,Urban,Unknown,Existing Enterprise,Services,JKBK031827,4.0,59.0,32.0,26.0,31.0,188.0,114478.0,24.0,11.51,17897.0,0.3,83.0,0.79,On-Time,1507000.0,1684211.0
206,Udhampur,Other,Urban,Unknown,Nano Entrepreneur,It,JKBK024294,37.0,48.0,17.0,65.0,24.0,188.0,13970.0,24.0,11.74,17897.0,0.3,20.0,0.23,On-Time,1830212.5,2301000.0
207,Reasi,Male,Rural,Unknown,Nano Entrepreneur,Services,JKBK038182,9.0,11.0,60.0,65.0,24.0,188.0,56195.0,24.0,13.45,17897.0,0.3,51.0,0.2,On-Time,1830212.5,2301000.0
208,Ganderbal,Other,Rural,Multiple,Existing Enterprise,It,JKBK044959,40.0,13.0,6.0,63.0,13.0,164.0,92326.0,35.12,8.39,17897.0,0.3,79.0,0.24,Late,1830212.5,513237.0
209,Anantnag,Unknown,Urban,Hearing,Existing Enterprise,Unknown,JKBK097282,39.0,58.0,16.0,113.0,7.0,212.0,119655.0,48.0,10.38,17897.0,0.3,76.0,0.61,Late,2277710.0,34888.0
210,Bandipora,Female,Urban,Unknown,Existing Enterprise,Retail,JKBK079688,1.0,48.0,56.0,119.0,19.0,212.0,106586.0,35.12,8.83,17897.0,0.3,81.0,0.51,On-Time,1830212.5,4960000.0
211,Budgam,Unknown,Unknown,Unknown,Unknown,Healthcare,JKBK081014,11.0,59.0,3.0,37.0,27.0,164.0,89733.0,18.0,12.99,17897.0,0.3,23.0,0.4,On-Time,3599000.0,3040000.0
212,Anantnag,Male,Rural,Unknown,Msme Sunrise Sector,Retail,JKBK073263,4.0,16.0,60.0,34.0,24.0,188.0,64658.0,18.0,9.42,17897.0,0.3,83.0,0.6,Late,36400.0,2891009.0
213,Pulwama,Male,Urban,Visual,Msme Sunrise Sector,Services,JKBK056686,34.0,5.0,37.0,59.0,18.0,164.0,97601.0,60.0,13.01,17897.0,0.3,62.0,0.67,On-Time,4692033.0,3524000.0
214,Pulwama,Other,Urban,Visual,Existing Enterprise,Services,JKBK044515,38.0,32.0,10.0,105.0,18.0,203.0,69100.0,24.0,7.22,17897.0,0.3,13.0,0.51,On-Time,1830212.5,3373000.0
215,Jammu,Female,Unknown,Visual,Nano Entrepreneur,Agri,JKBK037592,3.0,18.0,8.0,113.0,24.0,188.0,43510.0,35.12,6.95,17897.0,0.3,35.0,0.78,Late,13975.0,1326989.0
216,Srinagar,Unknown,Unknown,Locomotor,Msme Sunrise Sector,It,JKBK055585,24.0,88.0,25.0,89.0,9.0,212.0,14391.0,12.0,10.56,17897.0,0.3,82.0,0.3,On-Time,930025.0,2301000.0
217,Baramulla,Female,Rural,Locomotor,Msme Sunrise Sector,Agri,JKBK067164,15.0,21.0,14.0,68.0,37.0,164.0,10779.0,18.0,7.32,17897.0,0.3,77.0,0.24,On-Time,231000.0,654074.0
218,Reasi,Unknown,Rural,Unknown,Existing Enterprise,Services,JKBK094939,31.0,48.0,32.0,65.0,5.0,188.0,102629.0,35.12,12.85,17897.0,0.3,24.0,0.99,On-Time,3272000.0,39719.0
219,Baramulla,Female,Rural,Locomotor,Unknown,Manufacturing,JKBK047327,1.0,48.0,32.0,20.0,41.0,188.0,119762.0,24.0,13.84,17897.0,0.3,88.0,0.66,On-Time,13432.0,313942.0
220,Shopian,Male,Urban,Unknown,Existing Enterprise,Tourism,JKBK040133,17.0,72.0,33.0,36.0,23.0,181.0,91328.0,12.0,9.32,17897.0,0.3,14.0,0.48,On-Time,5032249.0,5065000.0
221,Poonch,Male,Rural,Visual,Nano Entrepreneur,Retail,JKBK062055,20.0,70.0,7.0,66.0,33.0,188.0,56171.0,24.0,10.44,17897.0,0.3,2.0,0.38,Unknown,2452928.0,2301000.0
222,Baramulla,Male,Urban,Locomotor,Nano Entrepreneur,Healthcare,JKBK070179,27.0,52.0,55.0,19.0,7.0,164.0,81571.0,24.0,8.79,17897.0,0.3,88.0,0.63,On-Time,2018000.0,638000.0
223,Poonch,Female,Rural,Unknown,Existing Enterprise,Retail,JKBK077989,14.0,78.0,22.0,31.0,8.0,164.0,64658.0,36.0,9.4,17897.0,0.3,85.0,0.33,Late,38011.0,2301000.0
224,Rajouri,Male,Urban,Unknown,Unknown,Retail,JKBK062215,17.0,19.0,22.0,31.0,15.0,164.0,68336.0,36.0,8.13,17897.0,0.3,98.0,0.96,Default,3238197.0,4770369.0
225,Ganderbal,Unknown,Unknown,Unknown,Nano Entrepreneur,Healthcare,JKBK059376,39.0,76.0,13.0,96.0,3.0,212.0,43840.0,36.0,9.94,17897.0,0.3,50.0,0.51,On-Time,3300990.0,5245000.0
226,Pulwama,Other,Rural,Hearing,Existing Enterprise,Healthcare,JKBK048359,40.0,39.0,32.0,40.0,26.0,188.0,36961.0,18.0,9.97,17897.0,0.3,55.0,0.62,On-Time,3447550.0,2301000.0
227,Kathua,Other,Rural,Hearing,Existing Enterprise,Healthcare,JKBK080279,33.0,38.0,29.0,74.0,15.0,189.0,50682.0,12.0,7.88,17897.0,0.3,13.0,0.1,Late,1830212.5,21315.0
228,Rajouri,Male,Unknown,Unknown,Nano Entrepreneur,Retail,JKBK035901,5.0,38.0,40.0,77.0,20.0,180.0,21179.0,48.0,13.05,17897.0,0.3,31.0,0.19,Late,778000.0,736000.0
229,Udhampur,Male,Rural,Hearing,Existing Enterprise,Agri,JKBK086267,10.0,48.0,10.0,9.0,32.0,188.0,14021.0,36.0,12.36,17897.0,0.3,88.0,0.25,On-Time,4675192.0,2301000.0
230,Shopian,Female,Urban,Hearing,Existing Enterprise,It,JKBK029049,6.0,30.0,36.0,118.0,12.0,202.0,71017.0,12.0,9.32,17897.0,0.3,92.0,0.74,Late,1830212.5,1011832.0
231,Rajouri,Male,Rural,Unknown,Nano Entrepreneur,Unknown,JKBK089668,11.0,48.0,53.0,102.0,24.0,188.0,96951.0,36.0,13.75,17897.0,0.3,46.0,0.23,On-Time,664062.0,691512.0
232,Ramban,Male,Urban,Multiple,Nano Entrepreneur,Manufacturing,JKBK054309,20.0,42.0,25.0,31.0,33.0,188.0,112597.0,24.0,10.72,17897.0,0.3,47.0,0.19,Unknown,11252.0,2580000.0
233,Doda,Other,Unknown,Unknown,Existing Enterprise,Tourism,JKBK049169,35.0,37.0,12.0,110.0,13.0,207.0,66257.0,24.0,13.53,17897.0,0.3,19.0,0.05,Unknown,4596732.0,2301000.0
234,Bandipora,Female,Urban,Hearing,Existing Enterprise,Tourism,JKBK087182,33.0,72.0,31.0,29.0,11.0,176.0,29996.0,24.0,13.19,17897.0,0.3,52.0,0.92,On-Time,4768000.0,1199539.0
235,Ramban,Other,Rural,Locomotor,Nano Entrepreneur,Manufacturing,JKBK073365,26.0,48.0,29.0,115.0,23.0,188.0,76535.0,36.0,13.06,17897.0,0.3,77.0,0.59,Late,336435.0,2724661.0
236,Pulwama,Unknown,Urban,Multiple,Nano Entrepreneur,Tourism,JKBK029949,22.0,17.0,15.0,98.0,25.0,177.0,36698.0,60.0,12.46,17897.0,0.3,35.0,0.64,On-Time,3011158.0,4362629.0
237,Srinagar,Unknown,Rural,Unknown,Nano Entrepreneur,Retail,JKBK080317,20.0,32.0,58.0,67.0,33.0,188.0,16948.0,60.0,9.06,17897.0,0.3,20.0,0.02,Default,859000.0,6834207.0
238,Bandipora,Unknown,Urban,Visual,Existing Enterprise,Agri,JKBK097447,25.0,56.0,22.0,65.0,27.0,188.0,98738.0,36.0,10.91,17897.0,0.3,97.0,0.62,On-Time,1830212.5,27771.0
239,Baramulla,Female,Rural,Multiple,Existing Enterprise,It,JKBK067164,2.0,39.0,53.0,38.0,30.0,164.0,48486.0,24.0,8.7,17897.0,0.3,87.0,0.39,Unknown,24702.0,51318.0
240,Anantnag,Male,Rural,Unknown,Existing Enterprise,Services,JKBK018488,11.0,9.0,30.0,105.0,28.0,183.0,112008.0,35.12,13.51,17897.0,0.3,96.0,0.99,Unknown,1830212.5,5928592.0
241,Doda,Male,Rural,Multiple,Existing Enterprise,Healthcare,JKBK082931,4.0,9.0,18.0,39.0,41.0,164.0,94847.0,60.0,7.62,17897.0,0.3,83.0,0.94,Late,1809871.0,11848.0
242,Shopian,Male,Unknown,Visual,Existing Enterprise,Manufacturing,JKBK023085,13.0,19.0,55.0,120.0,9.0,212.0,102028.0,48.0,9.82,17897.0,0.3,58.0,0.5,On-Time,3838000.0,1361943.0
243,Kathua,Male,Rural,Hearing,Nano Entrepreneur,Services,JKBK017173,5.0,69.0,29.0,118.0,39.0,212.0,115928.0,48.0,12.28,17897.0,0.3,87.0,0.57,Late,44777.0,9944.0
244,Rajouri,Unknown,Rural,Multiple,Unknown,Unknown,JKBK031300,3.0,76.0,32.0,44.0,4.0,188.0,63740.0,36.0,11.23,17897.0,0.3,12.0,0.49,On-Time,3310760.0,6458000.0
245,Poonch,Unknown,Urban,Unknown,Msme Sunrise Sector,Services,JKBK034182,20.0,80.0,44.0,65.0,5.0,188.0,82987.0,36.0,8.72,17897.0,0.3,89.0,0.34,Default,414393.0,5369260.0
246,Budgam,Male,Unknown,Locomotor,Existing Enterprise,It,JKBK094325,18.0,78.0,8.0,115.0,15.0,212.0,85196.0,24.0,13.95,17897.0,0.3,23.0,0.62,On-Time,25730.0,5425579.0
247,Samba,Other,Unknown,Visual,Existing Enterprise,Manufacturing,JKBK061487,28.0,37.0,51.0,49.0,42.0,207.0,20826.0,24.0,13.16,17897.0,0.3,9.0,0.37,On-Time,1830212.5,1326000.0
