Application ID,District Name,Gender,Residential Type,Specially Abled Type,Enterprise Type,Sector,IFSC Code,Application Date,Initiated Flag,Submitted Flag,Verified by BHD Flag,Verified by SBDU Flag,Approved by DLIC Flag,Bank Sanctioned Flag,Bank Disbursed Flag,Days_to_BHD_Verification,Days_to_SBDU_Verification,Days_to_DLIC_Approval,Days_to_Bank_Sanction,Days_to_Disbursement,Total_TAT_Days,Loan Amount (Mixed Units),Project Cost (Mixed Units),Applicant_Monthly_Income,Loan_Tenure_Months,Interest_Rate_%,EMI_Amount,EMI_to_Income_Ratio,Risk_Score,Credit_Eligibility_Score,Repayment_Status,Days_Overdue
100.0,Budgam,Male,rural,,Existing Enterprise,Manufacturing,JKBK080317,6-21-2025,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,18.0,43.0,62.0,11.0,137.0,4080k INR,1887k INR,49413.0,12.0,12.11,,,62.0,0.86,ONTIME,0.0
101.0,Doda,FEMALE,urban ,,Existing Enterprise,Retail,JKBK027962,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,42.0,40.0,,24.0,,2880832,$51163,52251.0,12.0,12.91,11422.0,0.219,14.0,0.51,late,0.0
102.0,Udhampur,Other,Rural,,,Manufacturing,JKBK089603,2026-05-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,57.0,5.0,46.0,26.0,158.0,₹4505115,,20453.0,24.0,10.82,,,75.0,0.29,ONTIME,0.0
103.0,Doda,Female,urban ,Locomotor,Existing Enterprise,Services,JKBK042557,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,38.0,34.0,9.0,35.0,8.0,124.0,₹759626,,118748.0,24.0,9.45,,,70.0,0.27,Delayed,0.0
104.0,Poonch,Male,urban ,Visual,MSME Sunrise Sector,Tourism,JKBK099411,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,88.0,,113.0,8.0,,1251389,₹4207119,80413.0,18.0,7.25,,,68.0,0.75,Delayed,0.0
105.0,Anantnag,Male,,Hearing,Existing Enterprise,IT,JKBK083305,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,10.0,24.0,33.0,,,₹3080177,₹2574537,80910.0,48.0,12.34,12224.0,0.151,46.0,0.24,late,118.0
106.0,Reasi,,Rural,,Nano Entrepreneur,Tourism,JKBK097282,14/1/2025,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,79.0,52.0,86.0,3.0,224.0,,₹1210319,111428.0,,8.66,,,6.0,0.79,On-time,0.0
107.0,Kulgam,FEMALE,Rural,,nano entrepreneur,Agri,JKBK061487,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,17.0,32.0,,45.0,,3369112,$36699,48090.0,36.0,10.56,,,7.0,,Default,0.0
108.0,Rajouri,,Urban,,Nano Entrepreneur,Healthcare,JKBK071310,2021-09-10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,15.0,7.0,24.0,45.0,,3794338,₹541133,101574.0,24.0,10.23,,,96.0,0.26,,0.0
109.0,Kathua,Male,urban ,Multiple,Existing Enterprise,Tourism,JKBK033776,5/1/2026,1.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,39.0,40.0,8.0,,,4783k INR,₹2419842,44686.0,48.0,11.33,18447.0,0.413,66.0,0.99,ONTIME,34.0
109.0,Doda,Male,,Locomotor,Existing Enterprise,IT,JKBK060718,5-16-2026,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,,8.0,49.0,8.0,,3415674,₹3798871,,48.0,6.72,,,93.0,0.52,,67.0
111.0,Ganderbal,Male,urban ,,Nano Entrepreneur,IT,JKBK091122,2023-03-15,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,11.0,54.0,102.0,18.0,191.0,745k INR,2621k INR,36943.0,24.0,6.85,,,,0.84,ONTIME,0.0
112.0,Budgam,,urban ,Hearing,nano entrepreneur,Agri,JKBK076866,2022-12-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,46.0,,80.0,32.0,,4319k INR,₹448373,107092.0,60.0,11.61,28785.0,0.269,70.0,0.31,late,0.0
113.0,Rajouri,FEMALE,,,MSME Sunrise Sector,Healthcare,JKBK042265,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,1.0,0.0,36.0,7.0,59.0,,41.0,,932k INR,5595194,18429.0,24.0,6.99,7721.0,0.419,7.0,0.91,Default,0.0
114.0,Samba,,urban ,Locomotor,Existing Enterprise,Tourism,JKBK099411,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,87.0,37.0,90.0,19.0,240.0,788k INR,2234k INR,31431.0,48.0,14.11,,,67.0,0.92,,74.0
115.0,Samba,FEMALE,Rural,Multiple,Nano Entrepreneur,,JKBK029311,As on Feb 2026,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,41.0,27.0,36.0,,,514k INR,$17994,62834.0,12.0,6.75,,,83.0,0.88,Default,0.0
116.0,Poonch,male ,urban ,,Existing Enterprise,IT,JKBK054309,6/7/2025,1.0,1.0,0.0,1.0,1.0,1.0,1.0,28.0,55.0,9.0,19.0,34.0,145.0,$30728,$47060,56152.0,60.0,6.84,24942.0,0.444,,0.76,late,0.0
117.0,Bandipora,FEMALE,Urban,,MSME Sunrise Sector,Services,JKBK030383,1-17-2024,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,37.0,59.0,38.0,9.0,154.0,,4939k INR,49684.0,60.0,13.66,,,52.0,0.75,ONTIME,0.0
118.0,Ganderbal,Other,Urban,Visual,Existing enterprise,Manufacturing,JKBK021016,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,0.0,0.0,38.0,42.0,56.0,75.0,24.0,235.0,₹678260,,21313.0,36.0,13.75,,,97.0,0.74,late,0.0
119.0,Ramban,FEMALE,Rural,Hearing,MSME Sunrise Sector,,JKBK013468,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,76.0,47.0,102.0,36.0,272.0,,,78501.0,18.0,13.74,,,95.0,0.03,ONTIME,92.0
120.0,Kupwara,Other,Rural,,,Services,JKBK074395,2024-01-12,1.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,50.0,,80.0,18.0,,4323403,781386,61623.0,12.0,11.94,,,72.0,0.85,late,0.0
121.0,Srinagar,Male,Rural,,nano entrepreneur,Services,JKBK050046,2025-03-02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,32.0,43.0,5.0,95.0,30.0,205.0,,1421k INR,98174.0,12.0,13.6,15957.0,0.163,6.0,0.48,On-time,0.0
122.0,Ramban,Female,Urban,Hearing,nano entrepreneur,Agri,JKBK031129,23/9/2025,1.0,1.0,0.0,1.0,1.0,0.0,0.0,21.0,31.0,11.0,27.0,43.0,133.0,,₹953122,96957.0,18.0,11.16,,,66.0,,Default,27.0
123.0,Doda,,Rural,Multiple,nano entrepreneur,Retail,JKBK038007,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,33.0,,5.0,8.0,26.0,,₹4900638,,,36.0,8.28,,,93.0,0.43,Delayed,0.0
124.0,Shopian,Other,,,Nano Entrepreneur,IT,JKBK035901,2025-06-03,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,89.0,45.0,41.0,32.0,207.0,,,,24.0,13.2,,,52.0,0.98,Delayed,0.0
125.0,Budgam,male ,,,MSME Sunrise Sector,Agri,JKBK072736,10-13-2021,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,25.0,50.0,86.0,17.0,,₹3716857,$15019,25636.0,60.0,11.85,,,30.0,0.92,On-time,0.0
126.0,Kishtwar,FEMALE,Rural,Hearing,MSME Sunrise Sector,,JKBK011630,As on Feb 2026,1.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,42.0,53.0,89.0,35.0,231.0,116915,1150k INR,44271.0,36.0,7.66,,,90.0,0.45,Default,0.0
127.0,Reasi,Other,urban ,Multiple,Nano Entrepreneur,IT,JKBK075469,9-10-2026,1.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,64.0,51.0,97.0,6.0,257.0,2775k INR,1268362,65362.0,48.0,7.2,,,100.0,0.18,Default,0.0
128.0,Pulwama,FEMALE,,,,Agri,JKBK021734,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,,28.0,,42.0,,5256409,$4703,94516.0,36.0,10.8,,,79.0,0.68,On-time,0.0
129.0,Poonch,male ,Urban,,,Healthcare,JKBK075323,1/11/2026,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,82.0,24.0,120.0,9.0,,3642k INR,1443k INR,83904.0,48.0,,,,89.0,0.27,On-time,0.0
130.0,Kathua,Other,rural,Visual,nano entrepreneur,IT,JKBK086887,4-20-2023,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,69.0,,66.0,,,₹824781,$5514,20750.0,18.0,11.62,,,27.0,0.88,Delayed,0.0
131.0,Poonch,Male,Urban,,MSME Sunrise Sector,Retail,JKBK080724,2/8/2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,,58.0,7.0,26.0,,₹1456495,,61472.0,36.0,12.53,19739.0,0.321,13.0,,On-time,0.0
132.0,Pulwama,Other,rural,Multiple,nano entrepreneur,Services,JKBK032167,2021-10-26,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,64.0,38.0,46.0,,,$31197,1195k INR,80447.0,12.0,12.15,,,1.0,0.33,,0.0
133.0,Shopian,male ,Rural,Locomotor,MSME Sunrise Sector,,JKBK034322,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,10.0,,44.0,90.0,15.0,,₹3389569,$4525,14105.0,,11.43,,,36.0,0.69,ONTIME,0.0
134.0,Doda,Female,rural,,nano entrepreneur,Healthcare,JKBK012710,As on Feb 2026,1.0,1.0,1.0,1.0,1.0,0.0,0.0,38.0,46.0,38.0,81.0,12.0,215.0,1657k INR,₹5303172,90821.0,,6.86,,,80.0,0.04,Default,0.0
135.0,Reasi,,Urban,,Existing Enterprise,Agri,JKBK032713,7-7-2023,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,42.0,13.0,96.0,19.0,,,4775574,35205.0,,,,,23.0,0.34,late,0.0
136.0,Kishtwar,FEMALE,Rural,,MSME Sunrise Sector,IT,JKBK054644,4-19-2025,1.0,1.0,0.0,1.0,1.0,1.0,1.0,30.0,24.0,3.0,,,,1037k INR,₹5454552,103897.0,60.0,12.98,28843.0,0.278,35.0,0.86,late,0.0
137.0,Kupwara,Male,rural,Visual,,Tourism,JKBK045023,3/2/2021,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,55.0,39.0,94.0,14.0,202.0,₹4818206,3329421,53546.0,,8.85,,,45.0,0.3,ONTIME,0.0
138.0,Kishtwar,,rural,,Existing enterprise,IT,JKBK023744,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,0.0,0.0,22.0,80.0,47.0,26.0,16.0,191.0,$26095,411973,32635.0,24.0,13.56,,,70.0,0.38,On-time,69.0
139.0,Doda,Female,urban ,,nano entrepreneur,IT,JKBK056686,2-27-2022,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,31.0,58.0,102.0,17.0,,2690k INR,3759k INR,96229.0,12.0,10.56,,,79.0,0.8,ONTIME,0.0
140.0,Doda,FEMALE,Rural,Visual,Nano Entrepreneur,,JKBK079804,20/10/2021,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,64.0,8.0,80.0,,,1614469,₹2665419,89418.0,48.0,9.19,,,77.0,0.0,,0.0
141.0,Pulwama,,Rural,Visual,MSME Sunrise Sector,,JKBK079413,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,,31.0,26.0,,,1411k INR,62948.0,36.0,11.18,16045.0,0.255,100.0,0.45,Default,20.0
142.0,Baramulla,male ,,,Existing Enterprise,Healthcare,JKBK035635,24/1/2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,47.0,,41.0,,,$43211,4819k INR,9663.0,12.0,8.84,3350.0,0.347,17.0,0.49,Delayed,0.0
143.0,Baramulla,Other,urban ,Hearing,MSME Sunrise Sector,Agri,JKBK027991,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,18.0,55.0,86.0,21.0,185.0,₹3825180,6173k INR,104976.0,48.0,13.03,27195.0,0.259,71.0,0.24,Default,0.0
144.0,Reasi,Female,rural,Multiple,Existing Enterprise,,JKBK012110,As on Feb 2026,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,14.0,109.0,11.0,154.0,$23059,2958k INR,12522.0,36.0,10.75,,,100.0,0.77,Delayed,0.0
145.0,Bandipora,male ,urban ,Visual,nano entrepreneur,Manufacturing,JKBK081812,2/10/2022,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,67.0,39.0,,26.0,,₹1433752,3859k INR,78835.0,,13.98,,,2.0,0.26,Delayed,0.0
146.0,Kulgam,Male,Urban,Visual,nano entrepreneur,Services,JKBK073365,4-1-2022,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,,50.0,8.0,,$29745,3764k INR,,36.0,7.05,,,65.0,0.38,ONTIME,0.0
147.0,Ganderbal,Other,urban ,Multiple,MSME Sunrise Sector,Tourism,JKBK089244,16/8/2024,1.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,69.0,13.0,,15.0,,$39666,6701342,40011.0,36.0,12.45,,,24.0,,late,0.0
148.0,Doda,,,Locomotor,Nano Entrepreneur,,JKBK033759,2021-03-02,1.0,1.0,1.0,1.0,0.0,0.0,0.0,18.0,46.0,4.0,,,,$25264,₹5276603,23940.0,60.0,11.33,,,67.0,0.77,,127.0
149.0,Budgam,Other,Urban,Locomotor,Nano Entrepreneur,Services,JKBK090689,2024-01-16,1.0,1.0,0.0,1.0,1.0,0.0,0.0,32.0,10.0,,100.0,41.0,,3170k INR,,111894.0,12.0,10.62,,,45.0,,Default,0.0
150.0,Ganderbal,Other,urban ,Locomotor,,IT,JKBK017305,As on Feb 2026,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,69.0,,63.0,42.0,,1689183,₹3414939,99066.0,36.0,9.17,,,25.0,0.62,Default,0.0
151.0,Udhampur,Male,rural,Hearing,Existing Enterprise,Healthcare,JKBK049533,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,34.0,12.0,,40.0,,$19447,$16676,85474.0,48.0,12.5,,,72.0,0.63,late,0.0
152.0,Pulwama,male ,Urban,,Nano Entrepreneur,Agri,JKBK092458,1/12/2022,1.0,1.0,0.0,1.0,1.0,0.0,0.0,19.0,,37.0,24.0,33.0,,2633k INR,₹5195626,26714.0,18.0,6.67,,,52.0,0.33,,0.0
153.0,Reasi,,,Hearing,Existing enterprise,Retail,JKBK060653,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,0.0,0.0,10.0,21.0,27.0,,33.0,,3304985,$53697,26113.0,24.0,10.14,,,72.0,0.34,On-time,109.0
154.0,Srinagar,FEMALE,urban ,Multiple,,IT,JKBK099411,2023-04-10,1.0,1.0,0.0,1.0,1.0,1.0,0.0,24.0,41.0,,29.0,12.0,,2577262,2887k INR,,12.0,7.73,,,7.0,0.68,ONTIME,0.0
155.0,Pulwama,Male,,,MSME Sunrise Sector,,JKBK073299,6/12/2024,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,11.0,21.0,,39.0,,,120077,14635.0,36.0,6.63,,,83.0,0.48,,0.0
156.0,Budgam,,,,MSME Sunrise Sector,Retail,JKBK036760,2022-11-14,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,83.0,49.0,86.0,24.0,,,₹496018,96070.0,,6.75,,,,0.31,late,0.0
157.0,Ganderbal,FEMALE,Urban,,Existing Enterprise,,JKBK099548,2021-09-04,1.0,1.0,0.0,1.0,1.0,1.0,0.0,18.0,8.0,43.0,86.0,7.0,162.0,,,,24.0,,,,53.0,,Delayed,0.0
158.0,Anantnag,Male,Rural,,Nano Entrepreneur,Agri,JKBK095469,25/1/2021,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,,43.0,42.0,42.0,,2085k INR,$14737,57583.0,,14.19,,,33.0,0.93,On-time,0.0
158.0,Kupwara,male ,rural,Multiple,,IT,JKBK073263,25/12/2022,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,13.0,29.0,26.0,37.0,,,₹154972,88424.0,18.0,9.87,,,62.0,0.12,On-time,0.0
160.0,Doda,Male,Rural,,nano entrepreneur,Services,JKBK062020,12-23-2021,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,13.0,45.0,70.0,,,$28546,₹982420,51411.0,12.0,14.09,,,29.0,0.95,ONTIME,0.0
161.0,Budgam,Other,rural,Hearing,MSME Sunrise Sector,Manufacturing,JKBK096895,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,0.0,0.0,28.0,39.0,,31.0,,,,5836784,51250.0,12.0,9.44,,,85.0,0.05,On-time,0.0
162.0,Kathua,Male,Rural,Hearing,nano entrepreneur,Healthcare,JKBK063746,9-2-2022,1.0,1.0,0.0,1.0,1.0,0.0,0.0,39.0,28.0,32.0,,21.0,,4027385,1290870,36499.0,24.0,7.49,,,,0.9,Delayed,99.0
163.0,Anantnag,Female,urban ,,nano entrepreneur,Tourism,JKBK098626,2026-01-13,1.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,72.0,11.0,114.0,42.0,256.0,₹4195832,5941869,35254.0,60.0,7.16,,,5.0,0.43,On-time,124.0
164.0,Kupwara,Female,,Locomotor,Existing Enterprise,Tourism,JKBK019317,6/12/2025,1.0,1.0,0.0,1.0,1.0,0.0,0.0,29.0,44.0,11.0,29.0,4.0,117.0,$4462,$16989,109304.0,36.0,8.74,,,50.0,0.23,Default,0.0
165.0,Baramulla,Male,Rural,Multiple,nano entrepreneur,Healthcare,JKBK075287,1/2/2023,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,12.0,,96.0,4.0,,₹1571717,6906299,10892.0,24.0,7.23,1637.0,0.15,36.0,0.17,ONTIME,0.0
166.0,Pulwama,FEMALE,Rural,Hearing,Existing enterprise,Manufacturing,JKBK031827,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,1.0,1.0,23.0,56.0,54.0,17.0,,,₹3645868,$27202,68697.0,,11.34,,,42.0,0.33,,0.0
167.0,Kulgam,male ,urban ,,nano entrepreneur,Retail,JKBK067164,5-2-2022,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,74.0,40.0,112.0,42.0,273.0,$2054,4027473,90192.0,,12.13,,,63.0,0.45,Delayed,168.0
168.0,Doda,,Urban,Visual,Existing Enterprise,IT,JKBK012110,20/5/2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,88.0,27.0,119.0,35.0,273.0,$1712,,28141.0,60.0,12.24,5842.0,0.208,68.0,0.23,late,86.0
169.0,Budgam,,rural,,nano entrepreneur,Manufacturing,JKBK094939,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,35.0,53.0,73.0,21.0,204.0,₹3543451,1376k INR,66420.0,60.0,,,,46.0,0.94,,0.0
170.0,Baramulla,male ,,Hearing,Existing enterprise,,JKBK049320,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,67.0,,18.0,,,,$20145,28615.0,60.0,13.79,9207.0,0.322,,0.98,,16.0
171.0,Shopian,,,Visual,Existing Enterprise,IT,JKBK060653,8-5-2024,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20.0,46.0,90.0,44.0,201.0,3351393,₹148715,,48.0,13.43,,,87.0,0.88,,0.0
171.0,Kishtwar,Female,,,,Healthcare,JKBK033628,7-17-2021,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,25.0,83.0,32.0,145.0,2369k INR,4719062,,24.0,,,,54.0,0.53,ONTIME,0.0
173.0,Anantnag,FEMALE,rural,Visual,,Retail,JKBK074395,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,35.0,23.0,16.0,28.0,106.0,$6549,3836k INR,40608.0,24.0,7.43,,,15.0,0.63,On-time,0.0
174.0,Jammu,Female,Rural,Hearing,Existing enterprise,Services,JKBK076425,1-18-2026,1.0,1.0,0.0,1.0,1.0,1.0,1.0,38.0,,11.0,112.0,5.0,,,$1488,98435.0,18.0,14.21,27767.0,0.282,45.0,0.53,Default,0.0
175.0,Reasi,Male,urban ,,,Manufacturing,JKBK063007,2024-02-25,1.0,1.0,0.0,1.0,1.0,0.0,0.0,16.0,14.0,,94.0,5.0,,,2287052,118652.0,,7.33,,,30.0,0.33,late,0.0
176.0,Shopian,male ,,Locomotor,,Retail,JKBK084675,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,0.0,0.0,40.0,14.0,18.0,34.0,,,,5387k INR,22256.0,60.0,7.63,,,11.0,0.91,ONTIME,0.0
177.0,Budgam,Male,,,,IT,JKBK074677,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,33.0,7.0,71.0,41.0,184.0,794k INR,,79782.0,18.0,,,,26.0,1.0,late,4.0
178.0,Poonch,Female,rural,,Nano Entrepreneur,,JKBK020035,28/11/2026,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,46.0,38.0,102.0,7.0,198.0,2463k INR,1855913,43315.0,60.0,13.65,,,78.0,0.7,On-time,0.0
179.0,Budgam,,Rural,,,Tourism,JKBK016473,2022-09-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,37.0,31.0,64.0,18.0,180.0,1812864,$2022,83835.0,48.0,10.83,21929.0,0.262,59.0,0.29,Delayed,0.0
180.0,Reasi,,Rural,Visual,Nano Entrepreneur,Services,JKBK035635,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,35.0,,52.0,86.0,14.0,,4467k INR,,105704.0,18.0,12.54,16955.0,0.16,65.0,0.88,,0.0
181.0,Ganderbal,,urban ,Visual,,Healthcare,JKBK052454,8-23-2023,1.0,1.0,0.0,1.0,1.0,0.0,0.0,35.0,82.0,10.0,22.0,33.0,182.0,,2049k INR,65785.0,12.0,9.54,,,74.0,0.3,ONTIME,0.0
182.0,Samba,Female,Urban,,,IT,JKBK070268,As on Feb 2026,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,,47.0,112.0,17.0,,$4038,₹4938553,14149.0,48.0,12.66,,,17.0,0.46,Delayed,0.0
183.0,Kathua,Male,Rural,Multiple,MSME Sunrise Sector,,JKBK036760,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,15.0,41.0,16.0,45.0,127.0,₹1616533,3025k INR,80539.0,24.0,13.84,,,37.0,0.53,,0.0
184.0,Bandipora,male ,Urban,Visual,,Services,JKBK080724,16/12/2024,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,,58.0,120.0,16.0,,5486790,₹726814,,12.0,13.58,,,41.0,0.52,,0.0
185.0,Kathua,male ,urban ,Visual,Existing Enterprise,Manufacturing,JKBK065566,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,25.0,50.0,24.0,112.0,30.0,241.0,$40783,,27577.0,60.0,14.21,,,13.0,0.26,late,0.0
186.0,Shopian,Male,rural,Multiple,MSME Sunrise Sector,Tourism,JKBK080275,1/4/2026,1.0,1.0,0.0,1.0,1.0,0.0,0.0,13.0,26.0,16.0,,,,,5406696,39679.0,60.0,8.68,,,6.0,0.99,ONTIME,0.0
187.0,Kulgam,Other,Rural,Locomotor,Nano Entrepreneur,Tourism,JKBK035635,16/10/2025,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,53.0,56.0,32.0,,$27015,,32900.0,48.0,13.23,,,64.0,0.16,On-time,0.0
188.0,Ramban,Female,urban ,Hearing,MSME Sunrise Sector,Healthcare,JKBK082830,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,10.0,57.0,31.0,7.0,113.0,5992543,469k INR,83038.0,24.0,12.4,,,68.0,0.42,On-time,176.0
189.0,Pulwama,FEMALE,rural,,MSME Sunrise Sector,IT,JKBK069143,As on Feb 2026,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,49.0,,,5.0,,1520999,,105055.0,12.0,7.47,,,96.0,0.74,Delayed,0.0
190.0,Baramulla,,rural,Multiple,Nano Entrepreneur,IT,JKBK050548,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,85.0,51.0,60.0,21.0,219.0,$32483,,112698.0,12.0,,,,35.0,0.99,On-time,0.0
191.0,Samba,FEMALE,rural,,MSME Sunrise Sector,,JKBK012264,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,23.0,,86.0,35.0,,$32422,$2888,52750.0,18.0,13.26,,,13.0,0.75,,0.0
192.0,Jammu,Other,rural,Hearing,Nano Entrepreneur,,JKBK055961,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,35.0,25.0,6.0,62.0,16.0,144.0,₹121463,5591394,95374.0,36.0,9.75,16288.0,0.171,47.0,0.19,ONTIME,0.0
193.0,Ganderbal,,,,MSME Sunrise Sector,,JKBK048207,8-3-2021,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,,16.0,74.0,25.0,,,2719779,52833.0,48.0,12.7,,,79.0,0.57,Delayed,0.0
194.0,Pulwama,Other,Rural,Hearing,,Retail,JKBK078157,3-12-2025,1.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,13.0,15.0,104.0,42.0,208.0,4347k INR,6423150,106225.0,18.0,13.6,,,99.0,0.97,ONTIME,0.0
195.0,Pulwama,Female,rural,Multiple,Existing Enterprise,Tourism,JKBK065431,2025-12-04,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,40.0,,55.0,33.0,,$16453,4825784,82387.0,36.0,13.85,,,31.0,0.69,Delayed,0.0
196.0,Ramban,Female,Rural,,MSME Sunrise Sector,Healthcare,JKBK088041,3-15-2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,66.0,16.0,54.0,23.0,172.0,$18480,,54375.0,24.0,8.12,20522.0,0.377,14.0,0.45,On-time,0.0
197.0,Samba,Male,Urban,Locomotor,,Healthcare,JKBK022929,2021-12-05,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,11.0,9.0,93.0,22.0,,₹2688848,425k INR,89681.0,36.0,12.7,26181.0,0.292,81.0,0.53,Delayed,107.0
198.0,Anantnag,FEMALE,,,Nano Entrepreneur,,JKBK013021,28/4/2022,1.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,,44.0,69.0,37.0,,₹1418531,$36359,52927.0,60.0,11.44,,,99.0,0.26,On-time,0.0
199.0,Kathua,Other,Rural,,MSME Sunrise Sector,Services,JKBK048206,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,36.0,31.0,36.0,77.0,26.0,206.0,,$21247,60525.0,60.0,13.58,,,20.0,0.91,Default,0.0
200.0,Pulwama,,Urban,Visual,nano entrepreneur,Services,JKBK041552,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,1.0,1.0,34.0,39.0,9.0,50.0,39.0,171.0,1996k INR,$53857,57133.0,24.0,11.09,18203.0,0.319,,,Delayed,0.0
201.0,Doda,male ,urban ,,Existing enterprise,IT,JKBK086347,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,1.0,1.0,18.0,77.0,57.0,62.0,4.0,218.0,3000k INR,5383654,56601.0,36.0,,,,52.0,0.6,Delayed,0.0
202.0,Baramulla,male ,urban ,Locomotor,Existing Enterprise,Agri,JKBK080092,2024-05-19,1.0,1.0,0.0,1.0,0.0,0.0,0.0,25.0,18.0,45.0,25.0,44.0,157.0,$12858,169k INR,24868.0,24.0,12.43,,,34.0,0.36,ONTIME,0.0
